sustainer,gender,client_state_rank,all_state_rank,client_zip_rank,all_zip_rank,age,account_id,gift_date,gift_min_t12m,gift_max_t12m,gift_avg_t12m,gift_count_t12m,promo_count_t12m,cons_month_t12m,dm_t12m,tm_t12m,wm_t12m,digital_t12m,f2f_t12m,events_t12m,drtv_t12m,other_t12m,no_channel_t12m,member_t12m,gift_min_lt,gift_max_lt,gift_avg_lt,gift_count_lt,promo_count_lt,cons_month_lt
0,0,49,45,2490,33831,0.0,973367C,2020-01-16,35.0,40.0,37.5,2,2,1,1,0,0,0,0,0,0,0,0,0,20.0,40.0,31.88,8,8,2
1,0,37,34,1456,32513,0.0,973592C,2019-12-30,25.0,30.0,27.5,2,2,1,1,0,0,0,0,0,0,0,0,0,5.0,40.0,24.0,17,15,2
1,0,37,34,1456,32513,0.0,973592C,2020-09-23,10.0,30.0,20.0,2,2,1,1,0,0,0,0,0,0,0,0,0,5.0,40.0,23.22,18,16,2
0,0,48,46,2599,35341,0.0,974894C,2020-02-27,40.0,40.0,40.0,1,1,1,1,0,0,0,0,0,0,0,0,0,25.0,40.0,32.5,2,2,1
1,0,40,39,4763,37172,0.0,994606C,2020-03-24,20.0,20.0,20.0,1,1,1,1,0,0,0,0,0,0,0,0,0,20.0,40.0,25.0,7,6,2
0,0,46,44,3966,35623,0.0,997930C,2019-10-15,40.0,40.0,40.0,1,1,1,1,0,0,0,0,0,0,0,0,0,20.0,40.0,27.5,6,5,1
1,0,23,16,3147,35403,0.0,1017966C,2019-03-18,40.0,40.0,40.0,1,1,1,1,0,0,0,0,0,0,0,0,0,40.0,40.0,40.0,1,1,1
1,1,35,38,535,34349,0.0,1019615C,2019-04-22,10.0,40.0,25.0,2,2,1,1,0,0,0,0,0,0,0,0,0,10.0,40.0,25.0,5,4,1
0,0,24,42,911,29441,0.0,1020792C,2021-04-12,40.0,40.0,40.0,1,1,1,1,0,0,0,0,0,0,0,0,0,25.0,40.0,32.5,2,2,1
1,0,46,44,2076,29397,0.0,1037082C,2019-01-16,10.0,10.0,10.0,9,8,5,1,0,0,1,0,0,0,0,0,0,10.0,40.0,13.0,10,9,5
0,0,37,34,1889,32785,0.0,1037585C,2019-12-09,25.0,40.0,30.0,3,3,1,1,0,0,0,0,0,0,0,0,0,25.0,40.0,30.0,3,3,1
1,0,28,26,3874,32875,0.0,1039903C,2020-09-26,20.0,20.0,20.0,6,4,3,1,0,0,1,0,0,0,0,0,0,10.0,40.0,20.0,10,7,3
1,0,28,26,3874,32875,0.0,1039903C,2020-10-26,20.0,20.0,20.0,8,5,4,1,0,0,1,0,0,0,0,0,0,10.0,40.0,20.0,12,8,4
1,0,28,26,3874,32875,0.0,1039903C,2020-11-26,20.0,20.0,20.0,10,6,5,1,0,0,1,0,0,0,0,0,0,10.0,40.0,20.0,14,9,5
1,0,28,26,3874,32875,0.0,1039903C,2020-08-26,20.0,20.0,20.0,4,3,2,1,0,0,1,0,0,0,0,0,0,10.0,40.0,20.0,8,6,2
1,0,28,26,3874,32875,0.0,1039903C,2020-11-26,20.0,20.0,20.0,10,6,5,1,0,0,1,0,0,0,0,0,0,10.0,40.0,20.0,14,9,5
1,0,28,26,3874,32875,0.0,1039903C,2020-09-26,20.0,20.0,20.0,6,4,3,1,0,0,1,0,0,0,0,0,0,10.0,40.0,20.0,10,7,3
1,0,28,26,3874,32875,0.0,1039903C,2020-08-26,20.0,20.0,20.0,4,3,2,1,0,0,1,0,0,0,0,0,0,10.0,40.0,20.0,8,6,2
1,0,28,26,3874,32875,0.0,1039903C,2021-01-19,20.0,20.0,20.0,11,7,5,1,0,0,1,0,0,0,0,0,0,10.0,40.0,20.0,15,10,5
0,0,23,16,4387,35417,0.0,1041534C,2024-04-10,20.0,20.0,20.0,1,1,1,1,0,0,0,0,0,0,0,0,0,20.0,40.0,26.67,3,3,1
0,0,23,16,4387,35417,0.0,1041534C,2022-07-11,40.0,40.0,40.0,1,1,1,1,0,0,0,0,0,0,0,0,0,20.0,40.0,30.0,2,2,1
0,0,45,37,4570,37006,0.0,1053493C,2023-09-06,38.0,40.0,39.33,3,3,1,1,0,0,0,0,0,0,0,0,0,20.0,40.0,31.33,6,6,1
0,0,45,37,4570,37006,0.0,1053493C,2023-05-31,25.0,40.0,34.33,3,3,1,1,0,0,0,0,0,0,0,0,0,20.0,40.0,29.6,5,5,1
0,0,46,44,1744,31282,0.0,1059955C,2023-11-20,40.0,40.0,40.0,2,2,1,1,0,0,0,0,0,0,0,0,0,25.0,40.0,35.91,11,11,3
0,0,46,44,1744,31282,0.0,1059955C,2023-05-31,35.0,40.0,38.33,3,3,1,1,0,0,0,0,0,0,0,0,0,25.0,40.0,35.5,10,10,3
0,0,46,44,1744,31282,0.0,1059955C,2024-05-30,40.0,40.0,40.0,3,3,1,1,0,0,0,0,0,0,0,0,0,25.0,40.0,36.25,12,12,3
0,0,46,44,1744,31282,0.0,1059955C,2021-11-16,25.0,40.0,34.0,5,5,3,1,0,0,0,0,0,0,0,0,0,25.0,40.0,34.29,7,7,3
0,0,46,44,1744,31282,0.0,1059955C,2022-06-27,35.0,40.0,38.33,3,3,1,1,0,0,0,0,0,0,0,0,0,25.0,40.0,35.0,8,8,3
0,0,46,44,1744,31282,0.0,1059955C,2022-10-26,35.0,40.0,38.33,3,3,1,1,0,0,0,0,0,0,0,0,0,25.0,40.0,35.0,9,9,3
0,1,41,32,4002,35246,0.0,1062191C,2023-12-07,40.0,40.0,40.0,1,1,1,1,0,0,0,0,0,0,0,0,0,20.0,40.0,30.0,12,12,1
0,1,41,32,4002,35246,0.0,1062191C,2021-12-06,40.0,40.0,40.0,1,1,1,1,0,0,0,0,0,0,0,0,0,20.0,40.0,28.0,10,10,1
0,1,41,32,4002,35246,0.0,1062191C,2022-08-17,40.0,40.0,40.0,2,2,1,1,0,0,0,0,0,0,0,0,0,20.0,40.0,29.09,11,11,1
0,1,41,32,4002,35246,0.0,1062191C,2020-08-11,25.0,25.0,25.0,1,1,1,1,0,0,0,0,0,0,0,0,0,20.0,40.0,26.67,9,9,1
0,1,41,32,4002,35246,0.0,1062191C,2024-03-22,25.0,40.0,32.5,2,2,1,1,0,0,0,0,0,0,0,0,0,20.0,40.0,29.62,13,13,1
0,0,32,27,2255,35680,0.0,1064816C,2022-08-19,25.0,25.0,25.0,2,1,1,1,0,0,0,0,0,0,0,0,0,25.0,40.0,32.5,8,7,1
0,0,32,27,2255,35680,0.0,1064816C,2022-08-19,25.0,25.0,25.0,2,1,1,1,0,0,0,0,0,0,0,0,0,25.0,40.0,32.5,8,7,1
0,1,41,32,1053,32621,0.0,1074559C,2024-02-12,35.0,35.0,35.0,1,1,1,1,0,0,0,0,0,0,0,0,0,35.0,40.0,36.67,3,3,1
0,1,41,32,1053,32621,0.0,1074559C,2021-05-21,40.0,40.0,40.0,1,1,1,1,0,0,0,0,0,0,0,0,0,35.0,40.0,37.5,2,2,1
1,0,16,12,2289,30607,0.0,1119507C,2023-10-08,10.0,20.0,16.67,3,3,1,1,0,0,1,0,0,0,0,0,0,10.0,40.0,22.78,9,9,1
1,0,16,12,2289,30607,0.0,1119507C,2021-12-06,25.0,40.0,32.5,2,2,1,1,0,0,0,0,0,0,0,0,0,20.0,40.0,28.33,3,3,1
1,0,16,12,2289,30607,0.0,1119507C,2023-12-07,10.0,25.0,17.0,5,4,3,1,0,0,1,0,0,0,0,0,0,10.0,40.0,21.82,11,10,3
1,0,16,12,2289,30607,0.0,1119507C,2022-02-28,25.0,40.0,30.0,3,3,1,1,0,0,0,0,0,0,0,0,0,20.0,40.0,27.5,4,4,1
1,0,16,12,2289,30607,0.0,1119507C,2022-12-23,20.0,25.0,22.5,4,4,1,1,0,0,0,0,0,0,0,0,0,20.0,40.0,25.0,7,7,1
1,0,16,12,2289,30607,0.0,1119507C,2023-12-08,10.0,25.0,15.83,6,4,3,1,0,0,1,0,0,0,0,0,0,10.0,40.0,20.83,12,10,3
1,0,16,12,2289,30607,0.0,1119507C,2022-09-21,20.0,40.0,27.5,4,4,1,1,0,0,0,0,0,0,0,0,0,20.0,40.0,25.83,6,6,1
1,0,16,12,2289,30607,0.0,1119507C,2023-06-08,20.0,25.0,21.25,4,4,1,1,0,0,0,0,0,0,0,0,0,20.0,40.0,24.38,8,8,1
1,0,16,12,2289,30607,0.0,1119507C,2022-06-24,25.0,40.0,30.0,3,3,1,1,0,0,0,0,0,0,0,0,0,20.0,40.0,27.0,5,5,1
0,0,51,50,4173,36585,0.0,1123078C,2022-02-15,40.0,40.0,40.0,1,1,1,1,0,0,0,0,0,0,0,0,0,20.0,40.0,30.0,2,2,1
0,0,27,30,3118,37065,0.0,1133360C,2020-09-01,40.0,40.0,40.0,1,1,1,1,0,0,0,0,0,0,0,0,0,40.0,40.0,40.0,1,1,1
1,0,30,40,3986,37345,0.0,1135451C,2019-03-15,20.0,40.0,24.17,6,4,2,1,0,0,1,0,0,0,0,0,0,20.0,40.0,23.57,7,5,2
1,0,30,40,3986,37345,0.0,1135451C,2019-03-14,20.0,40.0,26.25,4,3,2,1,0,0,1,0,0,0,0,0,0,20.0,40.0,25.0,5,4,2
1,0,30,40,2586,33141,0.0,1135705C,2019-07-31,10.0,40.0,23.75,4,4,2,1,0,0,1,0,0,0,0,0,0,10.0,40.0,24.0,5,5,2
1,0,30,40,2586,33141,0.0,1135705C,2019-09-23,10.0,40.0,24.0,5,5,2,1,0,0,1,0,0,0,0,0,0,10.0,40.0,24.17,6,6,2
1,0,30,40,2586,33141,0.0,1135705C,2019-12-05,10.0,40.0,20.0,7,6,2,1,0,0,1,0,0,0,0,0,0,10.0,40.0,20.63,8,7,2
0,0,49,45,3082,34092,0.0,1135978C,2021-11-12,30.0,30.0,30.0,1,1,1,1,0,0,0,0,0,0,0,0,0,25.0,40.0,33.33,12,12,1
0,0,49,45,3082,34092,0.0,1135978C,2021-12-08,20.0,30.0,25.0,2,2,2,1,0,0,0,0,0,0,0,0,0,20.0,40.0,32.31,13,13,2
0,0,49,45,3082,34092,0.0,1135978C,2020-07-08,35.0,35.0,35.0,1,1,1,1,0,0,0,0,0,0,0,0,0,25.0,40.0,33.5,10,10,1
0,0,49,45,3082,34092,0.0,1135978C,2020-09-23,35.0,35.0,35.0,2,2,1,1,0,0,0,0,0,0,0,0,0,25.0,40.0,33.64,11,11,1
0,0,33,41,4278,36179,0.0,1140348C,2020-09-17,40.0,40.0,40.0,1,1,1,1,0,0,0,0,0,0,0,0,0,40.0,40.0,40.0,1,1,1
0,0,46,44,1083,31717,0.0,1141595C,2023-06-21,40.0,40.0,40.0,1,1,1,1,0,0,0,0,0,0,0,0,0,35.0,40.0,37.5,2,2,1
0,0,43,43,2958,35242,0.0,1148097C,2023-03-15,30.0,40.0,33.33,3,3,2,1,0,0,0,0,0,0,0,0,0,25.0,40.0,31.25,4,4,2
0,0,43,43,2958,35242,0.0,1148097C,2022-04-06,40.0,40.0,40.0,1,1,1,1,0,0,0,0,0,0,0,0,0,25.0,40.0,32.5,2,2,1
0,0,43,43,2958,35242,0.0,1148097C,2023-02-03,30.0,40.0,35.0,2,2,1,1,0,0,0,0,0,0,0,0,0,25.0,40.0,31.67,3,3,1
0,0,43,43,2958,35242,0.0,1148097C,2023-12-29,30.0,40.0,33.33,3,3,2,1,0,0,0,0,0,0,0,0,0,25.0,40.0,33.0,5,5,2
0,0,33,41,3852,34097,0.0,1149692C,2020-09-25,40.0,40.0,40.0,1,1,1,1,0,0,0,0,0,0,0,0,0,40.0,40.0,40.0,1,1,1
1,0,33,41,4544,37084,0.0,1150704C,2020-10-21,40.0,40.0,40.0,5,2,5,1,0,0,1,0,0,0,0,0,0,40.0,40.0,40.0,5,2,5
0,0,50,49,4756,37395,0.0,1153355C,2020-10-19,25.0,40.0,30.0,3,3,1,1,0,0,0,0,0,0,0,0,0,18.0,40.0,31.53,17,17,1
0,0,50,49,4756,37395,0.0,1153355C,2021-08-30,25.0,40.0,32.5,2,2,1,1,0,0,0,0,0,0,0,0,0,18.0,40.0,31.17,18,18,1
0,0,50,49,4756,37395,0.0,1153355C,2020-06-26,25.0,40.0,30.0,3,3,1,1,0,0,0,0,0,0,0,0,0,18.0,40.0,31.0,16,16,1
0,0,50,49,4756,37395,0.0,1153355C,2019-12-30,25.0,40.0,32.5,2,2,1,1,0,0,0,0,0,0,0,0,0,18.0,40.0,31.4,15,15,1
0,0,50,49,4756,37395,0.0,1153355C,2019-10-15,40.0,40.0,40.0,2,2,1,1,0,0,0,0,0,0,0,0,0,18.0,40.0,31.86,14,14,1
0,1,51,50,2894,35157,0.0,1154445C,2022-06-27,40.0,40.0,40.0,1,1,1,1,0,0,0,0,0,0,0,0,0,20.0,40.0,30.0,2,2,1
1,0,44,51,793,33244,0.0,1159218C,2020-11-12,35.0,35.0,35.0,1,1,1,1,0,0,0,0,0,0,0,0,0,25.0,40.0,30.0,5,4,1
0,0,49,45,3647,34494,0.0,1273254C,2022-04-06,40.0,40.0,40.0,2,2,1,1,0,0,0,0,0,0,0,0,0,20.0,40.0,30.0,4,4,1
0,0,49,45,3647,34494,0.0,1273254C,2021-11-18,40.0,40.0,40.0,1,1,1,1,0,0,0,0,0,0,0,0,0,20.0,40.0,26.67,3,3,1
1,0,49,45,2061,33070,0.0,759043C,2020-03-04,35.0,130.0,82.5,2,2,1,1,0,0,1,0,0,0,0,0,0,35.0,130.0,67.5,6,6,1
1,0,51,50,2633,36331,0.0,854384C,2020-08-11,70.0,70.0,70.0,1,1,1,1,0,0,0,0,0,0,0,0,0,25.0,130.0,61.5,14,14,2
1,0,51,50,2633,36331,0.0,854384C,2020-12-31,50.0,70.0,56.67,3,2,1,1,0,0,1,0,0,0,0,0,0,25.0,130.0,60.06,16,15,2
1,0,51,50,2633,36331,0.0,854384C,2020-12-31,50.0,70.0,56.67,3,2,1,1,0,0,1,0,0,0,0,0,0,25.0,130.0,60.06,16,15,2
1,0,51,50,3451,36682,0.0,1047344C,2021-03-16,50.0,50.0,50.0,2,2,2,1,0,0,0,0,0,0,0,0,0,35.0,111.0,61.5,4,4,2
1,0,51,50,3451,36682,0.0,1047344C,2020-02-14,35.0,111.0,73.0,2,2,1,1,0,0,0,0,0,0,0,0,0,35.0,111.0,73.0,2,2,1
1,0,51,50,3451,36682,0.0,1047344C,2021-02-19,50.0,50.0,50.0,1,1,1,1,0,0,0,0,0,0,0,0,0,35.0,111.0,65.33,3,3,1
1,0,34,36,3850,36276,0.0,40434C,2020-07-14,35.0,35.0,35.0,1,1,1,1,0,0,0,0,0,0,0,0,0,35.0,35.0,35.0,1,1,1
1,0,34,36,321,32025,0.0,101428C,2022-08-11,35.0,35.0,35.0,1,1,1,1,0,0,0,0,0,0,0,0,0,5.0,35.0,9.64,14,12,8
0,1,50,49,1393,34631,0.0,250734C,2024-02-13,20.0,35.0,27.5,2,2,1,1,0,0,0,0,0,0,0,0,0,20.0,35.0,25.0,9,9,1
0,1,50,49,1393,34631,0.0,250734C,2023-11-09,25.0,35.0,30.0,2,2,1,1,0,0,0,0,0,0,0,0,0,20.0,35.0,25.63,8,8,1
1,0,46,44,4533,35132,0.0,345940C,2021-07-13,35.0,35.0,35.0,1,1,1,1,0,0,0,0,0,0,0,0,0,20.0,35.0,21.92,13,13,10
0,0,39,35,3919,36563,0.0,378784C,2023-08-30,35.0,35.0,35.0,1,1,1,1,0,0,0,0,0,0,0,0,0,10.0,35.0,21.0,5,5,1
1,0,37,34,4749,37203,0.0,432927C,2019-08-12,35.0,35.0,35.0,1,1,1,1,0,0,0,0,0,0,0,0,0,35.0,35.0,35.0,1,1,1
1,0,41,32,4171,35946,0.0,433681C,2019-12-11,25.0,35.0,30.0,2,2,1,1,0,0,1,0,0,0,0,0,0,25.0,35.0,30.0,2,2,1
1,0,41,32,4171,35946,0.0,433681C,2019-05-30,35.0,35.0,35.0,1,1,1,1,0,0,0,0,0,0,0,0,0,35.0,35.0,35.0,1,1,1
0,0,37,34,2920,33610,0.0,580356C,2020-06-16,35.0,35.0,35.0,1,1,1,1,0,0,0,0,0,0,0,0,0,35.0,35.0,35.0,3,3,1
0,1,35,38,2579,35281,0.0,631095C,2022-06-23,35.0,35.0,35.0,1,1,1,1,0,0,0,0,0,0,0,0,0,25.0,35.0,30.0,2,2,1
0,0,35,38,3349,36369,0.0,654416C,2023-01-31,20.0,35.0,27.5,2,2,1,1,0,0,0,0,0,0,0,0,0,15.0,35.0,25.5,10,10,2
0,0,35,38,3349,36369,0.0,654416C,2020-07-14,35.0,35.0,35.0,1,1,1,1,0,0,0,0,0,0,0,0,0,15.0,35.0,25.0,8,8,2
0,0,35,38,3349,36369,0.0,654416C,2022-03-28,20.0,20.0,20.0,1,1,1,1,0,0,0,0,0,0,0,0,0,15.0,35.0,24.44,9,9,2
0,1,35,38,929,29884,0.0,655237C,2019-02-11,35.0,35.0,35.0,1,1,1,1,0,0,0,0,0,0,0,0,0,25.0,35.0,31.67,3,3,1
0,0,49,45,4419,35900,0.0,655519C,2019-05-31,35.0,35.0,35.0,1,1,1,1,0,0,0,0,0,0,0,0,0,20.0,35.0,26.67,3,3,1
0,0,42,31,3836,34805,0.0,655669C,2019-02-19,35.0,35.0,35.0,1,1,1,1,0,0,0,0,0,0,0,0,0,35.0,35.0,35.0,1,1,1
0,0,51,50,3065,36173,0.0,656336C,2019-04-23,35.0,35.0,35.0,1,1,1,1,0,0,0,0,0,0,0,0,0,20.0,35.0,27.5,2,2,1
0,0,51,50,3065,36173,0.0,656336C,2019-05-06,25.0,35.0,30.0,2,2,2,1,0,0,0,0,0,0,0,0,0,20.0,35.0,26.67,3,3,2
1,0,51,50,4755,37136,0.0,658151C,2019-05-21,20.0,35.0,27.5,2,2,1,1,0,0,0,0,0,0,0,0,0,20.0,35.0,27.5,2,2,1
1,0,48,46,3929,36387,0.0,658991C,2019-06-03,35.0,35.0,35.0,2,2,1,1,0,0,0,0,0,0,0,0,0,10.0,35.0,27.86,7,7,2
1,0,48,46,3929,36387,0.0,658991C,2019-04-01,35.0,35.0,35.0,2,2,1,1,0,0,0,0,0,0,0,0,0,10.0,35.0,26.67,6,6,2
0,0,26,24,4044,35699,0.0,659583C,2019-02-21,35.0,35.0,35.0,1,1,1,1,0,0,0,0,0,0,0,0,0,35.0,35.0,35.0,1,1,1
0,0,46,44,3696,35739,0.0,659608C,2019-03-06,35.0,35.0,35.0,1,1,1,1,0,0,0,0,0,0,0,0,0,35.0,35.0,35.0,1,1,1
0,0,51,50,3638,37223,0.0,660008C,2024-02-13,35.0,35.0,35.0,1,1,1,1,0,0,0,0,0,0,0,0,0,25.0,35.0,30.0,2,2,1
0,0,45,37,4726,36896,0.0,660328C,2020-02-19,35.0,35.0,35.0,1,1,1,1,0,0,0,0,0,0,0,0,0,35.0,35.0,35.0,1,1,1
1,0,51,50,3241,37510,0.0,660927C,2020-02-19,35.0,35.0,35.0,1,1,1,1,0,0,0,0,0,0,0,0,0,35.0,35.0,35.0,1,1,1
0,0,51,50,4628,37329,0.0,661032C,2021-04-21,35.0,35.0,35.0,1,1,1,1,0,0,0,0,0,0,0,0,0,20.0,35.0,27.5,2,2,1
0,0,36,29,4281,36598,0.0,661658C,2020-02-21,35.0,35.0,35.0,1,1,1,1,0,0,0,0,0,0,0,0,0,35.0,35.0,35.0,1,1,1
0,0,44,51,2497,36005,0.0,661741C,2020-02-21,35.0,35.0,35.0,1,1,1,1,0,0,0,0,0,0,0,0,0,35.0,35.0,35.0,1,1,1
1,0,44,51,4614,37468,0.0,661742C,2020-02-21,35.0,35.0,35.0,1,1,1,1,0,0,0,0,0,0,0,0,0,35.0,35.0,35.0,1,1,1
0,0,43,43,2390,35469,0.0,661789C,2020-02-21,35.0,35.0,35.0,1,1,1,1,0,0,0,0,0,0,0,0,0,35.0,35.0,35.0,1,1,1
0,0,43,43,4204,35631,0.0,662115C,2020-12-31,35.0,35.0,35.0,2,2,1,1,0,0,0,0,0,0,0,0,0,35.0,35.0,35.0,2,2,1
0,0,43,43,4204,35631,0.0,662115C,2020-02-21,35.0,35.0,35.0,1,1,1,1,0,0,0,0,0,0,0,0,0,35.0,35.0,35.0,1,1,1
0,0,51,50,4516,37070,0.0,662150C,2020-02-21,35.0,35.0,35.0,1,1,1,1,0,0,0,0,0,0,0,0,0,35.0,35.0,35.0,1,1,1
0,0,41,32,1723,27119,0.0,662206C,2020-02-21,35.0,35.0,35.0,1,1,1,1,0,0,0,0,0,0,0,0,0,35.0,35.0,35.0,1,1,1
0,0,50,49,803,28888,0.0,662317C,2020-02-21,35.0,35.0,35.0,1,1,1,1,0,0,0,0,0,0,0,0,0,35.0,35.0,35.0,1,1,1
1,0,49,45,1693,32726,0.0,662452C,2020-02-20,35.0,35.0,35.0,1,1,1,1,0,0,0,0,0,0,0,0,0,35.0,35.0,35.0,1,1,1
1,0,49,45,1693,32726,0.0,662452C,2020-11-06,20.0,35.0,27.5,2,2,1,1,0,0,0,0,0,0,0,0,0,20.0,35.0,27.5,2,2,1
0,0,43,43,1283,33626,0.0,662722C,2020-02-20,35.0,35.0,35.0,1,1,1,1,0,0,0,0,0,0,0,0,0,35.0,35.0,35.0,1,1,1
0,0,49,45,2764,36008,0.0,662949C,2020-02-27,35.0,35.0,35.0,1,1,1,1,0,0,0,0,0,0,0,0,0,35.0,35.0,35.0,1,1,1
0,0,38,33,3926,35279,0.0,663057C,2020-02-27,35.0,35.0,35.0,1,1,1,1,0,0,0,0,0,0,0,0,0,35.0,35.0,35.0,1,1,1
0,0,50,49,1268,34685,0.0,663539C,2020-02-28,35.0,35.0,35.0,1,1,1,1,0,0,0,0,0,0,0,0,0,35.0,35.0,35.0,1,1,1
0,0,49,45,3693,35648,0.0,663862C,2020-02-24,35.0,35.0,35.0,1,1,1,1,0,0,0,0,0,0,0,0,0,35.0,35.0,35.0,1,1,1
0,0,41,32,3931,35311,0.0,663874C,2020-02-24,35.0,35.0,35.0,1,1,1,1,0,0,0,0,0,0,0,0,0,35.0,35.0,35.0,1,1,1
1,0,51,50,4661,37174,0.0,665194C,2019-01-16,15.0,35.0,17.22,9,8,5,1,0,0,1,0,0,0,0,0,0,15.0,35.0,18.57,14,8,5
0,0,49,45,3319,32838,0.0,665237C,2022-11-30,35.0,35.0,35.0,1,1,1,1,0,0,0,0,0,0,0,0,0,20.0,35.0,28.0,5,5,1
0,0,46,44,1741,35212,0.0,665871C,2019-05-28,35.0,35.0,35.0,1,1,1,1,0,0,0,0,0,0,0,0,0,35.0,35.0,35.0,1,1,1
0,0,46,44,1741,35212,0.0,665871C,2023-01-09,35.0,35.0,35.0,2,1,1,1,0,0,0,0,0,0,0,0,0,35.0,35.0,35.0,4,3,1
0,0,46,44,1741,35212,0.0,665871C,2023-01-09,35.0,35.0,35.0,2,1,1,1,0,0,0,0,0,0,0,0,0,35.0,35.0,35.0,4,3,1
0,0,34,36,2544,36420,0.0,666689C,2019-06-06,35.0,35.0,35.0,1,1,1,1,0,0,0,0,0,0,0,0,0,25.0,35.0,31.67,3,3,1
0,0,50,49,4505,37514,0.0,667632C,2019-05-30,35.0,35.0,35.0,1,1,1,1,0,0,0,0,0,0,0,0,0,35.0,35.0,35.0,1,1,1
0,0,51,50,3311,36948,0.0,667749C,2019-05-29,35.0,35.0,35.0,1,1,1,1,0,0,0,0,0,0,0,0,0,35.0,35.0,35.0,1,1,1
0,0,51,50,3311,36948,0.0,667749C,2021-05-27,35.0,35.0,35.0,1,1,1,1,0,0,0,0,0,0,0,0,0,35.0,35.0,35.0,2,2,1
1,0,51,50,2053,34413,0.0,667999C,2022-03-28,25.0,25.0,25.0,1,1,1,1,0,0,0,0,0,0,0,0,0,10.0,35.0,15.42,12,11,6
0,0,26,24,2640,34565,0.0,668013C,2019-01-15,35.0,35.0,35.0,1,1,1,1,0,0,0,0,0,0,0,0,0,35.0,35.0,35.0,2,2,1
0,0,44,51,4184,37369,0.0,668117C,2019-01-24,35.0,35.0,35.0,1,1,1,1,0,0,0,0,0,0,0,0,0,25.0,35.0,32.5,4,4,1
0,0,44,51,4184,37369,0.0,668117C,2022-04-04,35.0,35.0,35.0,1,1,1,1,0,0,0,0,0,0,0,0,0,25.0,35.0,33.0,5,5,1
1,1,34,36,2572,33993,0.0,668474C,2020-02-04,5.0,35.0,20.0,2,2,2,1,0,0,1,0,0,0,0,0,0,5.0,35.0,21.67,3,3,2
1,1,34,36,2572,33993,0.0,668474C,2020-03-31,5.0,35.0,25.0,3,3,3,1,0,0,1,0,0,0,0,0,0,5.0,35.0,25.0,4,4,3
1,0,25,19,3606,34022,0.0,669889C,2019-02-28,35.0,35.0,35.0,1,1,1,1,0,0,0,0,0,0,0,0,0,25.0,35.0,30.0,2,2,1
1,0,51,50,4755,37136,0.0,670115C,2019-03-08,35.0,35.0,35.0,1,1,1,1,0,0,0,0,0,0,0,0,0,35.0,35.0,35.0,1,1,1
0,0,44,51,462,30997,0.0,670185C,2019-02-25,35.0,35.0,35.0,1,1,1,1,0,0,0,0,0,0,0,0,0,35.0,35.0,35.0,2,2,1
0,0,21,22,3356,35407,0.0,670282C,2019-02-26,25.0,25.0,25.0,1,1,1,1,0,0,0,0,0,0,0,0,0,25.0,35.0,30.0,2,2,1
1,1,37,34,3220,34340,0.0,680380C,2020-09-02,25.0,25.0,25.0,3,2,2,1,0,0,1,0,0,0,0,0,0,25.0,35.0,27.5,4,3,2
1,0,33,41,3554,34164,0.0,680479C,2019-08-26,35.0,35.0,35.0,1,1,1,1,0,0,0,0,0,0,0,0,0,10.0,35.0,17.14,7,7,5
1,0,15,18,2326,35431,0.0,690298C,2020-08-12,20.0,25.0,23.75,8,5,3,1,0,0,1,0,0,0,0,0,0,20.0,35.0,25.0,16,13,4
1,0,15,18,2326,35431,0.0,690298C,2020-06-11,20.0,25.0,22.5,2,2,1,1,0,0,1,0,0,0,0,0,0,20.0,35.0,25.5,10,10,4
1,0,15,18,2326,35431,0.0,690298C,2020-07-28,20.0,25.0,23.33,6,4,2,1,0,0,1,0,0,0,0,0,0,20.0,35.0,25.0,14,12,4
1,0,15,18,2326,35431,0.0,690298C,2020-06-01,20.0,20.0,20.0,1,1,1,1,0,0,0,0,0,0,0,0,0,20.0,35.0,25.56,9,9,4
1,0,51,50,3958,35488,0.0,721776C,2023-01-13,35.0,35.0,35.0,1,1,1,1,0,0,0,0,0,0,0,0,0,20.0,35.0,27.5,2,2,1
0,0,18,20,157,29526,0.0,723903C,2022-05-02,35.0,35.0,35.0,2,1,1,1,0,0,0,0,0,0,0,0,0,25.0,35.0,32.5,4,3,1
0,0,18,20,157,29526,0.0,723903C,2022-05-02,35.0,35.0,35.0,2,1,1,1,0,0,0,0,0,0,0,0,0,25.0,35.0,32.5,4,3,1
0,0,18,20,157,29526,0.0,723903C,2020-03-03,35.0,35.0,35.0,1,1,1,1,0,0,0,0,0,0,0,0,0,25.0,35.0,30.0,2,2,1
0,0,49,45,2634,34632,0.0,729391C,2022-03-21,35.0,35.0,35.0,1,1,1,1,0,0,0,0,0,0,0,0,0,20.0,35.0,27.5,6,6,1
0,0,49,45,2634,34632,0.0,729391C,2020-06-09,35.0,35.0,35.0,1,1,1,1,0,0,0,0,0,0,0,0,0,20.0,35.0,26.0,5,5,1
0,0,50,49,3656,36940,0.0,739179C,2021-10-14,35.0,35.0,35.0,1,1,1,1,0,0,0,0,0,0,0,0,0,25.0,35.0,30.0,2,2,1
0,0,36,29,4430,36833,0.0,748561C,2023-08-28,25.0,25.0,25.0,1,1,1,1,0,0,1,0,0,0,0,0,0,25.0,35.0,30.0,2,2,1
0,0,51,50,3708,37322,0.0,757487C,2021-09-30,35.0,35.0,35.0,1,1,1,1,0,0,0,0,0,0,0,0,0,20.0,35.0,25.0,3,3,1
