sustainer,gender,client_state_rank,all_state_rank,client_zip_rank,all_zip_rank,age,account_id,gift_date,gift_min_t12m,gift_max_t12m,gift_avg_t12m,gift_count_t12m,promo_count_t12m,cons_month_t12m,dm_t12m,tm_t12m,wm_t12m,digital_t12m,f2f_t12m,events_t12m,drtv_t12m,other_t12m,no_channel_t12m,member_t12m,gift_min_lt,gift_max_lt,gift_avg_lt,gift_count_lt,promo_count_lt,cons_month_lt
0,0,47,47,2059,35903,0.0,1013597C,2023-12-08,20.0,20.0,20.0,4,3,2,1,0,0,0,0,0,0,0,0,0,20.0,25.0,21.43,7,6,2
0,0,47,47,2059,35903,0.0,1013597C,2023-10-26,20.0,20.0,20.0,2,2,2,1,0,0,0,0,0,0,0,0,0,20.0,25.0,22.0,5,5,2
0,0,47,47,2059,35903,0.0,1013597C,2021-03-08,25.0,25.0,25.0,2,2,1,1,0,0,0,0,0,0,0,0,0,20.0,25.0,23.33,3,3,1
0,1,35,38,4429,36693,0.0,1014766C,2019-02-22,25.0,25.0,25.0,1,1,1,1,0,0,0,0,0,0,0,0,0,25.0,25.0,25.0,1,1,1
0,0,46,44,3710,35909,0.0,1015048C,2019-07-01,25.0,25.0,25.0,1,1,1,1,0,0,0,0,0,0,0,0,0,25.0,25.0,25.0,2,2,1
0,0,46,44,3710,35909,0.0,1015048C,2021-12-02,25.0,25.0,25.0,3,3,1,1,0,0,0,0,0,0,0,0,0,25.0,25.0,25.0,5,5,1
0,0,46,44,3710,35909,0.0,1015048C,2021-04-15,25.0,25.0,25.0,2,2,1,1,0,0,0,0,0,0,0,0,0,25.0,25.0,25.0,4,4,1
0,0,46,44,3710,35909,0.0,1015048C,2020-12-02,25.0,25.0,25.0,1,1,1,1,0,0,0,0,0,0,0,0,0,25.0,25.0,25.0,3,3,1
0,0,50,49,3816,36241,0.0,1015057C,2022-01-14,10.0,10.0,10.0,2,2,1,1,0,0,0,0,0,0,0,0,0,10.0,25.0,11.58,19,19,2
0,0,50,49,3816,36241,0.0,1015057C,2019-06-18,10.0,10.0,10.0,2,2,1,1,0,0,0,0,0,0,0,0,0,10.0,25.0,12.0,15,15,2
0,0,50,49,3816,36241,0.0,1015057C,2021-11-10,10.0,10.0,10.0,1,1,1,1,0,0,0,0,0,0,0,0,0,10.0,25.0,11.67,18,18,2
0,0,50,49,3816,36241,0.0,1015057C,2019-07-02,10.0,10.0,10.0,3,3,2,1,0,0,0,0,0,0,0,0,0,10.0,25.0,11.88,16,16,2
0,0,50,49,3816,36241,0.0,1015057C,2020-06-30,10.0,10.0,10.0,2,2,2,1,0,0,0,0,0,0,0,0,0,10.0,25.0,11.76,17,17,2
1,0,51,50,4169,36760,0.0,1015794C,2019-10-04,25.0,25.0,25.0,3,3,2,1,0,0,0,0,0,0,0,0,0,10.0,25.0,12.81,16,16,7
1,0,51,50,4169,36760,0.0,1015794C,2019-11-08,25.0,25.0,25.0,4,4,3,1,0,0,0,0,0,0,0,0,0,10.0,25.0,13.53,17,17,7
1,0,51,50,4169,36760,0.0,1015794C,2019-09-13,25.0,25.0,25.0,2,2,1,1,0,0,0,0,0,0,0,0,0,10.0,25.0,12.0,15,15,7
1,0,43,43,948,30311,0.0,1015949C,2021-10-12,20.0,20.0,20.0,1,1,1,1,0,0,0,0,0,0,0,0,0,15.0,25.0,18.13,8,8,4
1,0,43,43,948,30311,0.0,1015949C,2019-10-22,20.0,25.0,22.5,2,2,1,1,0,0,0,0,0,0,0,0,0,15.0,25.0,17.86,7,7,4
0,1,24,42,775,34759,0.0,1016658C,2023-03-15,25.0,25.0,25.0,1,1,1,1,0,0,0,0,0,0,0,0,0,25.0,25.0,25.0,2,2,1
0,1,24,42,775,34759,0.0,1016658C,2019-04-01,25.0,25.0,25.0,1,1,1,1,0,0,0,0,0,0,0,0,0,25.0,25.0,25.0,1,1,1
0,0,49,45,1260,30460,0.0,1016861C,2019-12-20,10.0,10.0,10.0,1,1,1,1,0,0,0,0,0,0,0,0,0,10.0,25.0,13.0,5,5,2
0,1,51,50,4599,37225,0.0,1017210C,2022-06-27,25.0,25.0,25.0,1,1,1,1,0,0,0,0,0,0,0,0,0,20.0,25.0,23.75,4,4,1
0,1,51,50,4599,37225,0.0,1017210C,2021-02-22,25.0,25.0,25.0,1,1,1,1,0,0,0,0,0,0,0,0,0,20.0,25.0,23.33,3,3,1
0,1,51,50,4599,37225,0.0,1017210C,2019-12-26,20.0,25.0,22.5,2,2,1,1,0,0,0,0,0,0,0,0,0,20.0,25.0,22.5,2,2,1
0,1,43,43,4452,36419,0.0,1017348C,2021-07-01,25.0,25.0,25.0,1,1,1,1,0,0,0,0,0,0,0,0,0,25.0,25.0,25.0,3,3,1
0,1,43,43,4452,36419,0.0,1017348C,2019-08-13,25.0,25.0,25.0,1,1,1,1,0,0,0,0,0,0,0,0,0,25.0,25.0,25.0,2,2,1
1,0,25,19,2896,34269,0.0,1017847C,2019-03-12,10.0,25.0,18.33,3,3,1,1,0,0,1,0,0,0,0,0,0,10.0,25.0,18.33,3,3,1
1,0,35,38,2425,35679,0.0,1017888C,2019-06-06,25.0,25.0,25.0,1,1,1,1,0,0,0,0,0,0,0,0,0,25.0,25.0,25.0,1,1,1
1,0,30,40,3326,36346,0.0,1017907C,2019-05-16,20.0,25.0,22.5,2,2,1,1,0,0,0,0,0,0,0,0,0,20.0,25.0,22.5,2,2,1
1,0,31,21,960,28928,0.0,1017908C,2019-02-15,25.0,25.0,25.0,2,2,1,1,0,0,0,0,0,0,0,0,0,25.0,25.0,25.0,2,2,1
1,0,35,38,2087,31348,0.0,1017935C,2019-03-15,25.0,25.0,25.0,6,6,6,1,0,0,1,0,0,0,0,0,0,25.0,25.0,25.0,6,6,6
1,0,35,38,2087,31348,0.0,1017935C,2019-01-16,25.0,25.0,25.0,4,4,4,1,0,0,1,0,0,0,0,0,0,25.0,25.0,25.0,4,4,4
1,0,35,38,2087,31348,0.0,1017935C,2019-02-19,25.0,25.0,25.0,5,5,5,1,0,0,1,0,0,0,0,0,0,25.0,25.0,25.0,5,5,5
1,0,39,35,4126,36015,0.0,1017943C,2019-05-31,25.0,25.0,25.0,1,1,1,1,0,0,0,0,0,0,0,0,0,25.0,25.0,25.0,1,1,1
1,0,51,50,4622,37261,0.0,1017948C,2019-06-03,25.0,25.0,25.0,1,1,1,1,0,0,0,0,0,0,0,0,0,25.0,25.0,25.0,1,1,1
1,0,46,44,2702,35713,0.0,1017953C,2019-06-04,25.0,25.0,25.0,1,1,1,1,0,0,0,0,0,0,0,0,0,25.0,25.0,25.0,1,1,1
1,1,48,46,4613,36621,0.0,1017960C,2019-05-13,5.0,25.0,15.0,2,2,1,1,0,0,0,0,0,0,0,0,0,5.0,25.0,15.0,2,2,1
1,1,48,46,4613,36621,0.0,1017960C,2019-02-11,25.0,25.0,25.0,1,1,1,1,0,0,0,0,0,0,0,0,0,25.0,25.0,25.0,1,1,1
1,0,49,45,2441,34950,0.0,1017969C,2019-06-06,25.0,25.0,25.0,1,1,1,1,0,0,0,0,0,0,0,0,0,25.0,25.0,25.0,1,1,1
1,0,49,45,2441,34950,0.0,1017969C,2019-08-29,25.0,25.0,25.0,2,2,1,1,0,0,0,0,0,0,0,0,0,25.0,25.0,25.0,2,2,1
1,0,43,43,4580,36927,0.0,1017985C,2019-08-28,10.0,10.0,10.0,1,1,1,1,0,0,0,0,0,0,0,0,0,10.0,25.0,17.5,2,2,1
1,0,51,50,4095,36540,0.0,1018000C,2019-04-08,25.0,25.0,25.0,1,1,1,1,0,0,0,0,0,0,0,0,0,25.0,25.0,25.0,1,1,1
1,0,46,44,716,31848,0.0,1019377C,2020-10-06,10.0,25.0,12.14,7,5,3,1,0,0,1,0,0,0,0,0,0,10.0,25.0,14.44,9,7,3
1,0,46,44,716,31848,0.0,1019377C,2021-01-20,10.0,10.0,10.0,11,7,6,1,0,0,1,0,0,0,0,0,0,10.0,25.0,12.86,14,10,6
1,0,46,44,716,31848,0.0,1019377C,2020-08-05,10.0,25.0,17.5,2,2,1,1,0,0,1,0,0,0,0,0,0,10.0,25.0,20.0,4,4,1
1,0,46,44,716,31848,0.0,1019377C,2020-09-06,10.0,25.0,13.0,5,4,2,1,0,0,1,0,0,0,0,0,0,10.0,25.0,15.71,7,6,2
1,0,46,44,716,31848,0.0,1019377C,2020-09-06,10.0,25.0,13.0,5,4,2,1,0,0,1,0,0,0,0,0,0,10.0,25.0,15.71,7,6,2
1,0,46,44,716,31848,0.0,1019377C,2020-11-06,10.0,10.0,10.0,8,5,4,1,0,0,1,0,0,0,0,0,0,10.0,25.0,13.64,11,8,4
1,0,46,44,716,31848,0.0,1019377C,2020-11-06,10.0,10.0,10.0,8,5,4,1,0,0,1,0,0,0,0,0,0,10.0,25.0,13.64,11,8,4
1,0,46,44,716,31848,0.0,1019377C,2019-10-08,25.0,25.0,25.0,1,1,1,1,0,0,0,0,0,0,0,0,0,20.0,25.0,23.33,3,3,1
1,0,46,44,716,31848,0.0,1019377C,2020-12-06,10.0,10.0,10.0,10,6,5,1,0,0,1,0,0,0,0,0,0,10.0,25.0,13.08,13,9,5
1,0,46,44,716,31848,0.0,1019377C,2020-08-06,10.0,25.0,15.0,3,3,1,1,0,0,1,0,0,0,0,0,0,10.0,25.0,18.0,5,5,1
1,0,46,44,716,31848,0.0,1019377C,2020-12-06,10.0,10.0,10.0,10,6,5,1,0,0,1,0,0,0,0,0,0,10.0,25.0,13.08,13,9,5
1,0,46,44,716,31848,0.0,1019377C,2020-10-06,10.0,25.0,12.14,7,5,3,1,0,0,1,0,0,0,0,0,0,10.0,25.0,14.44,9,7,3
1,1,49,45,2402,32990,0.0,1020738C,2021-07-29,10.0,25.0,16.67,3,3,1,1,0,0,0,0,0,0,0,0,0,10.0,25.0,16.0,5,5,1
0,0,24,42,911,29441,0.0,1020792C,2020-04-08,25.0,25.0,25.0,1,1,1,1,0,0,0,0,0,0,0,0,0,25.0,25.0,25.0,1,1,1
1,0,45,37,720,28985,0.0,1022334C,2020-10-21,10.0,10.0,10.0,6,3,5,1,0,0,1,0,0,0,0,0,0,10.0,25.0,12.14,7,4,5
0,0,34,36,851,32130,0.0,1022890C,2020-05-29,15.0,25.0,20.0,2,2,1,1,0,0,0,0,0,0,0,0,0,15.0,25.0,20.83,6,6,1
0,0,34,36,851,32130,0.0,1022890C,2019-03-22,20.0,20.0,20.0,1,1,1,1,0,0,0,0,0,0,0,0,0,20.0,25.0,21.25,4,4,1
0,0,34,36,851,32130,0.0,1022890C,2020-02-12,20.0,25.0,22.5,2,2,1,1,0,0,0,0,0,0,0,0,0,20.0,25.0,22.0,5,5,1
0,0,34,36,851,32130,0.0,1022890C,2021-06-17,25.0,25.0,25.0,1,1,1,1,0,0,0,0,0,0,0,0,0,15.0,25.0,21.43,7,7,1
1,0,21,22,2932,35845,0.0,1023976C,2021-06-14,25.0,25.0,25.0,1,1,1,1,0,0,0,0,0,0,0,0,0,8.0,25.0,11.4,10,10,8
1,0,21,22,2932,35845,0.0,1023976C,2019-03-25,25.0,25.0,25.0,1,1,1,1,0,0,0,0,0,0,0,0,0,25.0,25.0,25.0,1,1,1
1,0,51,50,277,33714,0.0,1024172C,2020-02-18,25.0,25.0,25.0,1,1,1,1,0,0,0,0,0,0,0,0,0,10.0,25.0,15.0,12,12,8
0,0,38,33,3096,35339,0.0,1024304C,2023-06-26,15.0,15.0,15.0,1,1,1,1,0,0,0,0,0,0,0,0,0,10.0,25.0,14.72,18,17,3
0,0,38,33,3096,35339,0.0,1024304C,2023-10-27,15.0,20.0,17.5,2,2,1,1,0,0,0,0,0,0,0,0,0,10.0,25.0,15.0,19,18,3
0,0,38,33,3096,35339,0.0,1024304C,2019-02-05,10.0,20.0,12.0,5,5,3,1,0,0,0,0,0,0,0,0,0,10.0,25.0,13.33,9,9,3
0,0,38,33,3096,35339,0.0,1024304C,2024-04-15,10.0,20.0,16.0,5,5,3,1,0,0,1,0,0,0,0,0,0,10.0,25.0,15.0,22,21,3
0,0,38,33,3096,35339,0.0,1024304C,2020-02-18,10.0,20.0,15.0,2,2,1,1,0,0,0,0,0,0,0,0,0,10.0,25.0,13.64,11,11,3
0,0,38,33,3096,35339,0.0,1024304C,2024-06-01,10.0,20.0,15.0,6,6,3,1,0,0,1,0,0,0,0,0,0,10.0,25.0,14.78,23,22,3
0,0,38,33,3096,35339,0.0,1024304C,2020-08-27,10.0,20.0,16.67,3,3,1,1,0,0,0,0,0,0,0,0,0,10.0,25.0,14.62,13,13,3
0,0,38,33,3096,35339,0.0,1024304C,2019-06-17,10.0,20.0,15.0,2,2,1,1,0,0,0,0,0,0,0,0,0,10.0,25.0,14.0,10,10,3
0,0,38,33,3096,35339,0.0,1024304C,2024-02-03,10.0,20.0,15.0,3,3,1,1,0,0,1,0,0,0,0,0,0,10.0,25.0,14.75,20,19,3
0,0,38,33,3096,35339,0.0,1024304C,2024-03-23,10.0,20.0,15.0,4,4,2,1,0,0,1,0,0,0,0,0,0,10.0,25.0,14.76,21,20,3
0,0,38,33,3096,35339,0.0,1024304C,2020-08-04,10.0,20.0,15.0,2,2,1,1,0,0,0,0,0,0,0,0,0,10.0,25.0,14.17,12,12,3
0,0,38,33,1627,30297,0.0,1024536C,2020-01-02,20.0,20.0,20.0,1,1,1,1,0,0,0,0,0,0,0,0,0,10.0,25.0,19.0,5,5,1
0,0,47,47,905,31185,0.0,1024680C,2024-01-19,25.0,25.0,25.0,1,1,1,1,0,0,0,0,0,0,0,0,0,10.0,25.0,19.38,8,8,1
1,0,51,50,4220,36658,0.0,1025276C,2020-07-30,10.0,20.0,15.0,2,2,1,1,0,0,0,0,0,0,0,0,0,5.0,25.0,9.0,15,15,10
1,0,51,50,4220,36658,0.0,1025276C,2020-07-20,10.0,10.0,10.0,1,1,1,1,0,0,0,0,0,0,0,0,0,5.0,25.0,8.21,14,14,10
0,0,51,50,3263,35790,0.0,1025639C,2019-12-24,10.0,25.0,19.0,5,5,1,1,0,0,0,0,0,0,0,0,0,5.0,25.0,16.84,19,19,2
0,0,51,50,3263,35790,0.0,1025639C,2020-07-14,20.0,25.0,23.0,5,5,2,1,0,0,0,0,0,0,0,0,0,5.0,25.0,17.62,21,21,2
0,0,51,50,3263,35790,0.0,1025639C,2019-12-16,10.0,25.0,18.75,4,4,1,1,0,0,0,0,0,0,0,0,0,5.0,25.0,16.67,18,18,2
0,0,51,50,3263,35790,0.0,1025639C,2020-01-21,20.0,25.0,22.0,5,5,2,1,0,0,0,0,0,0,0,0,0,5.0,25.0,17.25,20,20,2
0,0,51,50,3263,35790,0.0,1025639C,2019-07-22,10.0,20.0,17.5,4,4,1,1,0,0,0,0,0,0,0,0,0,5.0,25.0,16.18,17,17,2
0,0,51,50,3263,35790,0.0,1025639C,2019-02-26,10.0,20.0,17.5,4,4,1,1,0,0,0,0,0,0,0,0,0,5.0,25.0,15.94,16,16,2
0,0,50,49,3251,33417,0.0,1025704C,2020-01-24,25.0,25.0,25.0,1,1,1,1,0,0,0,0,0,0,0,0,0,25.0,25.0,25.0,2,2,1
0,0,50,49,1888,36775,0.0,1026065C,2020-02-12,25.0,25.0,25.0,1,1,1,1,0,0,0,0,0,0,0,0,0,20.0,25.0,21.67,3,3,1
0,1,47,47,3642,34564,0.0,1026323C,2023-04-18,20.0,20.0,20.0,1,1,1,1,0,0,0,0,0,0,0,0,0,20.0,25.0,21.67,3,3,1
1,0,27,30,1676,33323,0.0,1026358C,2020-12-01,25.0,25.0,25.0,2,2,6,1,0,0,1,0,0,0,0,0,0,25.0,25.0,25.0,10,8,6
0,1,33,41,4035,36115,0.0,1027753C,2021-07-16,25.0,25.0,25.0,1,1,1,1,0,0,0,0,0,0,0,0,0,20.0,25.0,22.5,2,2,1
0,0,43,43,1449,34082,0.0,1028242C,2019-09-06,25.0,25.0,25.0,1,1,1,1,0,0,0,0,0,0,0,0,0,25.0,25.0,25.0,1,1,1
0,0,46,44,1178,28243,0.0,1028411C,2019-10-15,25.0,25.0,25.0,1,1,1,1,0,0,0,0,0,0,0,0,0,25.0,25.0,25.0,1,1,1
0,1,33,41,3310,34956,0.0,1029858C,2020-02-10,20.0,25.0,22.5,2,2,1,1,0,0,0,0,0,0,0,0,0,20.0,25.0,22.5,2,2,1
0,1,48,46,550,29890,0.0,1031230C,2021-08-30,20.0,20.0,20.0,1,1,1,1,0,0,0,0,0,0,0,0,0,20.0,25.0,21.0,5,5,1
0,1,48,46,550,29890,0.0,1031230C,2020-02-07,25.0,25.0,25.0,1,1,1,1,0,0,0,0,0,0,0,0,0,20.0,25.0,21.25,4,4,1
0,0,31,21,4785,37130,0.0,1031233C,2021-06-09,25.0,25.0,25.0,2,2,1,1,0,0,0,0,0,0,0,0,0,20.0,25.0,24.29,7,7,1
0,0,31,21,4785,37130,0.0,1031233C,2020-02-07,25.0,25.0,25.0,2,2,1,1,0,0,0,0,0,0,0,0,0,20.0,25.0,24.0,5,5,1
0,0,31,21,4785,37130,0.0,1031233C,2020-06-22,25.0,25.0,25.0,3,3,1,1,0,0,0,0,0,0,0,0,0,20.0,25.0,24.17,6,6,1
0,0,50,49,2376,35415,0.0,1031343C,2020-02-11,25.0,25.0,25.0,1,1,1,1,0,0,0,0,0,0,0,0,0,25.0,25.0,25.0,2,2,1
1,0,41,32,1489,31219,0.0,1031784C,2019-05-13,10.0,20.0,15.0,2,2,1,1,0,0,0,0,0,0,0,0,0,10.0,25.0,22.73,11,11,1
1,0,47,47,2794,32353,0.0,1032806C,2019-04-16,10.0,25.0,16.67,3,2,2,1,0,0,0,0,0,0,0,0,0,10.0,25.0,13.33,27,25,9
1,0,47,47,2794,32353,0.0,1032806C,2019-03-20,15.0,25.0,20.0,2,1,1,1,0,0,0,0,0,0,0,0,0,10.0,25.0,13.46,26,24,9
1,0,47,47,2794,32353,0.0,1032806C,2019-03-20,15.0,25.0,20.0,2,1,1,1,0,0,0,0,0,0,0,0,0,10.0,25.0,13.46,26,24,9
1,0,47,47,2173,34093,0.0,1034040C,2019-01-16,25.0,25.0,25.0,3,3,3,1,0,0,0,0,0,0,0,0,0,25.0,25.0,25.0,3,3,3
1,0,47,47,2173,34093,0.0,1034040C,2019-02-19,25.0,25.0,25.0,4,4,4,1,0,0,0,0,0,0,0,0,0,25.0,25.0,25.0,4,4,4
1,0,47,47,2173,34093,0.0,1034040C,2019-03-18,25.0,25.0,25.0,5,5,5,1,0,0,0,0,0,0,0,0,0,25.0,25.0,25.0,5,5,5
0,0,46,44,3277,35778,0.0,1034490C,2019-10-08,25.0,25.0,25.0,1,1,1,1,0,0,0,0,0,0,0,0,0,25.0,25.0,25.0,2,2,1
0,0,51,50,3138,36721,0.0,1035667C,2019-12-06,20.0,25.0,23.33,3,3,1,1,0,0,0,0,0,0,0,0,0,20.0,25.0,23.33,3,3,1
0,0,51,50,3138,36721,0.0,1035667C,2019-07-22,20.0,25.0,22.5,2,2,1,1,0,0,0,0,0,0,0,0,0,20.0,25.0,22.5,2,2,1
0,0,37,34,1889,32785,0.0,1037585C,2019-02-28,25.0,25.0,25.0,1,1,1,1,0,0,0,0,0,0,0,0,0,25.0,25.0,25.0,1,1,1
0,0,37,34,1889,32785,0.0,1037585C,2019-10-07,25.0,25.0,25.0,2,2,1,1,0,0,0,0,0,0,0,0,0,25.0,25.0,25.0,2,2,1
1,1,35,38,1011,32923,0.0,1037862C,2020-02-18,2.0,2.0,2.0,1,1,1,1,0,0,0,0,0,0,0,0,0,2.0,25.0,14.5,6,6,1
0,0,19,11,2267,37316,0.0,1038260C,2021-01-04,25.0,25.0,25.0,1,1,1,1,0,0,0,0,0,0,0,0,0,25.0,25.0,25.0,3,3,1
0,0,19,11,2267,37316,0.0,1038260C,2020-01-03,25.0,25.0,25.0,2,2,1,1,0,0,0,0,0,0,0,0,0,25.0,25.0,25.0,2,2,1
0,0,19,11,2267,37316,0.0,1038260C,2019-01-17,25.0,25.0,25.0,1,1,1,1,0,0,0,0,0,0,0,0,0,25.0,25.0,25.0,1,1,1
0,0,46,44,3741,36541,0.0,1038505C,2020-02-10,15.0,25.0,20.0,2,2,1,1,0,0,0,0,0,0,0,0,0,15.0,25.0,21.25,20,20,2
1,0,33,41,4487,36712,0.0,1039577C,2020-01-28,15.0,15.0,15.0,1,1,1,1,0,0,0,0,0,0,0,0,0,10.0,25.0,19.55,11,11,1
1,0,33,41,4487,36712,0.0,1039577C,2022-07-01,10.0,10.0,10.0,1,1,1,1,0,0,0,0,0,0,0,0,0,10.0,25.0,19.23,13,13,1
1,0,33,41,4487,36712,0.0,1039577C,2023-04-07,10.0,25.0,17.5,2,2,1,1,0,0,0,0,0,0,0,0,0,10.0,25.0,19.64,14,14,1
1,0,42,31,3822,34333,0.0,1041635C,2019-09-13,25.0,25.0,25.0,1,1,1,1,0,0,0,0,0,0,0,0,0,25.0,25.0,25.0,1,1,1
0,0,42,31,4447,35723,0.0,1041938C,2019-09-09,20.0,25.0,22.5,2,2,2,1,0,0,0,0,0,0,0,0,0,20.0,25.0,22.5,2,2,2
0,0,42,31,4447,35723,0.0,1041938C,2019-08-01,25.0,25.0,25.0,1,1,1,1,0,0,0,0,0,0,0,0,0,25.0,25.0,25.0,1,1,1
0,0,26,24,1010,31747,0.0,1041994C,2019-08-01,25.0,25.0,25.0,1,1,1,1,0,0,0,0,0,0,0,0,0,25.0,25.0,25.0,1,1,1
0,0,49,45,2431,33933,0.0,1042846C,2019-08-26,25.0,25.0,25.0,1,1,1,1,0,0,0,0,0,0,0,0,0,25.0,25.0,25.0,1,1,1
1,0,41,32,4760,36788,0.0,1043472C,2019-10-22,25.0,25.0,25.0,1,1,1,1,0,0,0,0,0,0,0,0,0,25.0,25.0,25.0,1,1,1
1,0,41,32,4760,36788,0.0,1043472C,2019-12-26,25.0,25.0,25.0,2,2,1,1,0,0,0,0,0,0,0,0,0,25.0,25.0,25.0,2,2,1
0,0,40,39,4779,37236,0.0,1043831C,2020-02-10,25.0,25.0,25.0,1,1,1,1,0,0,0,0,0,0,0,0,0,25.0,25.0,25.0,1,1,1
0,0,40,39,4779,37236,0.0,1043831C,2024-04-04,25.0,25.0,25.0,1,1,1,1,0,0,0,0,0,0,0,0,0,25.0,25.0,25.0,2,2,1
0,0,29,28,395,27635,0.0,1044364C,2019-11-07,25.0,25.0,25.0,1,1,1,1,0,0,0,0,0,0,0,0,0,25.0,25.0,25.0,1,1,1
0,0,51,50,3114,36016,0.0,1046052C,2022-12-14,5.0,12.0,8.5,2,2,1,1,0,0,0,0,0,0,0,0,0,5.0,25.0,12.5,10,10,3
0,0,51,50,3114,36016,0.0,1046052C,2022-01-31,12.0,25.0,16.67,3,3,1,1,0,0,0,0,0,0,0,0,0,10.0,25.0,13.33,9,9,3
0,0,51,50,3114,36016,0.0,1046052C,2023-04-07,5.0,10.0,7.5,2,2,1,1,0,0,0,0,0,0,0,0,0,5.0,25.0,12.27,11,11,3
1,0,44,51,836,31695,0.0,1047126C,2019-02-28,25.0,25.0,25.0,1,1,1,1,0,0,0,0,0,0,0,0,0,25.0,25.0,25.0,1,1,1
1,0,44,51,836,31695,0.0,1047126C,2019-08-05,25.0,25.0,25.0,2,2,1,1,0,0,0,0,0,0,0,0,0,25.0,25.0,25.0,2,2,1
0,0,25,19,1130,31179,0.0,1048331C,2020-02-11,25.0,25.0,25.0,2,2,1,1,0,0,0,0,0,0,0,0,0,25.0,25.0,25.0,2,2,1
0,0,25,19,1130,31179,0.0,1048331C,2019-06-24,25.0,25.0,25.0,1,1,1,1,0,0,0,0,0,0,0,0,0,25.0,25.0,25.0,1,1,1
0,0,47,47,4042,36562,0.0,1048912C,2019-07-03,25.0,25.0,25.0,1,1,1,1,0,0,0,0,0,0,0,0,0,25.0,25.0,25.0,2,2,1
0,0,49,45,4067,37005,0.0,1049900C,2019-06-27,25.0,25.0,25.0,1,1,1,1,0,0,0,0,0,0,0,0,0,25.0,25.0,25.0,1,1,1
0,0,22,14,991,32344,0.0,1049939C,2019-08-26,25.0,25.0,25.0,1,1,1,1,0,0,0,0,0,0,0,0,0,25.0,25.0,25.0,1,1,1
1,0,41,32,3931,35311,0.0,1050788C,2019-07-26,20.0,25.0,22.5,2,2,1,1,0,0,1,0,0,0,0,0,0,20.0,25.0,22.5,2,2,1
0,0,42,31,977,28570,0.0,1050874C,2019-08-15,25.0,25.0,25.0,1,1,1,1,0,0,0,0,0,0,0,0,0,25.0,25.0,25.0,1,1,1
0,0,43,43,976,27393,0.0,1051527C,2019-08-28,25.0,25.0,25.0,1,1,1,1,0,0,0,0,0,0,0,0,0,25.0,25.0,25.0,1,1,1
0,0,37,34,3280,34919,0.0,1052756C,2019-08-29,25.0,25.0,25.0,1,1,1,1,0,0,0,0,0,0,0,0,0,25.0,25.0,25.0,1,1,1
0,0,51,50,4468,36223,0.0,1052973C,2019-10-28,25.0,25.0,25.0,1,1,1,1,0,0,0,0,0,0,0,0,0,25.0,25.0,25.0,1,1,1
0,0,51,50,1161,32913,0.0,1053106C,2019-10-31,25.0,25.0,25.0,1,1,1,1,0,0,0,0,0,0,0,0,0,25.0,25.0,25.0,1,1,1
0,0,45,37,4570,37006,0.0,1053493C,2021-10-19,25.0,25.0,25.0,1,1,1,1,0,0,0,0,0,0,0,0,0,20.0,25.0,22.5,2,2,1
0,0,45,37,4570,37006,0.0,1053493C,2022-08-11,25.0,25.0,25.0,2,2,1,1,0,0,0,0,0,0,0,0,0,20.0,25.0,23.33,3,3,1
0,0,31,21,3877,34641,0.0,1056674C,2019-07-12,25.0,25.0,25.0,1,1,1,1,0,0,0,0,0,0,0,0,0,25.0,25.0,25.0,1,1,1
0,0,31,21,3877,34641,0.0,1056674C,2019-09-09,20.0,25.0,22.5,2,2,1,1,0,0,0,0,0,0,0,0,0,20.0,25.0,22.5,2,2,1
0,0,42,31,1480,32561,0.0,1057072C,2022-04-22,25.0,25.0,25.0,1,1,1,1,0,0,0,0,0,0,0,0,0,20.0,25.0,23.33,3,3,1
0,0,42,31,1480,32561,0.0,1057072C,2023-01-26,25.0,25.0,25.0,2,2,1,1,0,0,0,0,0,0,0,0,0,20.0,25.0,23.75,4,4,1
0,0,42,31,3166,33467,0.0,1057554C,2019-07-01,25.0,25.0,25.0,1,1,1,1,0,0,0,0,0,0,0,0,0,25.0,25.0,25.0,1,1,1
1,0,40,39,4745,37284,0.0,1059484C,2020-02-10,25.0,25.0,25.0,2,2,1,1,0,0,0,0,0,0,0,0,0,25.0,25.0,25.0,2,2,1
1,0,40,39,4745,37284,0.0,1059484C,2020-05-26,15.0,25.0,21.67,3,3,1,1,0,0,0,0,0,0,0,0,0,15.0,25.0,21.67,3,3,1
1,0,40,39,4745,37284,0.0,1059484C,2019-09-05,25.0,25.0,25.0,1,1,1,1,0,0,0,0,0,0,0,0,0,25.0,25.0,25.0,1,1,1
0,0,31,21,3793,36040,0.0,1060573C,2020-02-13,25.0,25.0,25.0,1,1,1,1,0,0,0,0,0,0,0,0,0,25.0,25.0,25.0,1,1,1
1,1,44,51,3366,35849,0.0,1060616C,2020-11-06,8.0,25.0,16.5,2,2,1,1,0,0,0,0,0,0,0,0,0,8.0,25.0,16.5,2,2,1
1,1,44,51,3366,35849,0.0,1060616C,2020-02-12,25.0,25.0,25.0,1,1,1,1,0,0,0,0,0,0,0,0,0,25.0,25.0,25.0,1,1,1
0,0,37,34,1231,28818,0.0,1060915C,2019-12-05,25.0,25.0,25.0,1,1,1,1,0,0,0,0,0,0,0,0,0,25.0,25.0,25.0,1,1,1
0,0,37,34,1231,28818,0.0,1060915C,2023-08-22,25.0,25.0,25.0,1,1,1,1,0,0,0,0,0,0,0,0,0,25.0,25.0,25.0,4,4,1
